id,idmal,title_romaji,title_english,title_native,season,seasonyear,startdate,enddate,episodes,duration,format,status,source,averagescore,meanscore,popularity,favourites,trending,genres,tags,mainstudio,rankings_json,externallinks_json,is_sequel,genre_count,total_duration,start_year,is_big_studio
21772,33197.0,Lostorage incited WIXOSS,Lostorage incited WIXOSS,Lostorage incited WIXOSS,FALL,2016,2016-10-08,2016-12-24,12.0,24.0,TV,FINISHED,OTHER,64.0,64.0,14255,75,0,['Psychological'],Card Battle|Battle Royale|Ensemble Cast|School|Gender Bending|Tragedy|Alternate Universe|Primarily Female Cast|Female Protagonist|CGI|Nudity,J.C.STAFF,"[{""rank"": 28, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://lostorage-wixoss.com/""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/lostorage-incited-wixoss""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/wixoss_anime""}, {""site"": ""Netflix"", ""url"": ""https://www.netflix.com/title/81080860""}]",False,1,288.0,2016.0,False
102449,37504.0,Mob Psycho mini,,モブサイコmini,FALL,2016,2016-09-28,2017-02-22,6.0,7.0,SPECIAL,FINISHED,,63.0,64.0,13774,87,0,['Comedy'],School|Super Power|Male Protagonist|Chibi|Shounen|Primarily Male Cast|Urban Fantasy,bones,[],[],False,1,42.0,2016.0,False
21850,33299.0,Magic-kyun! Renaissance,Magic-Kyun! Renaissance,マジきゅんっ！ルネッサンス,FALL,2016,2016-10-02,2016-12-25,13.0,23.0,TV,FINISHED,ORIGINAL,66.0,66.0,13404,137,0,['Music|Romance'],Male Harem|Magic|School|Ensemble Cast|Primarily Teen Cast|Kuudere|Urban|Female Protagonist|Primarily Male Cast|School Club|Tsundere|Idol|Calligraphy|Musical Theater|Fairy Tale,Sunrise,"[{""rank"": 87, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 27, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 29, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://www.magic-kyun.jp/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/magic_kyun""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/magic-kyun-renaissance""}]",False,1,299.0,2016.0,False
21837,33392.0,Gakuen Handsome,Gakuen Handsome,学園ハンサム,FALL,2016,2016-10-04,2016-12-20,12.0,3.0,TV_SHORT,FINISHED,VIDEO_GAME,61.0,61.0,12990,180,2,['Comedy|Romance'],Parody|Boys' Love|School|Male Harem|Primarily Male Cast|LGBTQ+ Themes|Cute Boys Doing Cute Things|Body Horror|Episodic|Male Protagonist,Team YokkyuFuman,"[{""rank"": 21, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 17, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 5, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 3, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Twitter"", ""url"": ""https://twitter.com/animehandsome""}, {""site"": ""Official Site"", ""url"": ""http://penet.co.jp/animehandsome/""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/gakuen-handsome""}]",False,1,36.0,2016.0,False
21597,32555.0,Stella no Mahou,Magic of Stella,ステラのまほう,FALL,2016,2016-10-03,2016-12-19,12.0,24.0,TV,FINISHED,MANGA,66.0,67.0,12863,55,0,['Comedy|Slice of Life'],Cute Girls Doing Cute Things|School Club|Video Games|Otaku Culture|Female Protagonist|Meta|Seinen|Software Development|Primarily Female Cast|School|Drawing|Writing|Musical Theater,SILVER LINK.,"[{""rank"": 82, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 24, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 30, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Twitter"", ""url"": ""https://twitter.com/magicofstella_a""}, {""site"": ""Official Site"", ""url"": ""https://web.archive.org/web/20220406214612/http://magicofstella.com/""}]",False,1,288.0,2016.0,False
98662,33519.0,Koutetsujou no Kabaneri Soushuuhen Zenpen: Tsudou Hikari,Kabaneri of the Iron Fortress: Light That Gathers,甲鉄城のカバネリ 総集編｛前編｝集う光,FALL,2016,2016-12-31,2016-12-31,1.0,107.0,MOVIE,FINISHED,ORIGINAL,73.0,73.0,12853,113,0,['Action|Drama|Fantasy|Horror|Supernatural'],Kaiju|Zombie|Steampunk|Trains|Post-Apocalyptic|Pandemic,WIT STUDIO,"[{""rank"": 21, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 22, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://kabaneri.com/movie/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/anime_kabaneri""}, {""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/kabaneri-of-the-iron-fortress""}]",False,1,107.0,2016.0,False
113050,37103.0,Danganronpa 3: Monokuma Gekijou,,ダンガンロンパ3 モノクマ劇場,FALL,2016,2016-10-27,2016-12-21,3.0,3.0,SPECIAL,FINISHED,VIDEO_GAME,67.0,67.0,12504,109,0,['Comedy'],School|Chibi|Parody,Lerche,[],"[{""site"": ""Official Site"", ""url"": ""http://www.nbcuni.co.jp/anime/danganronpa3/bddvd/index.html""}]",False,1,9.0,2016.0,False
21295,31418.0,KanColle Movie,KanColle Movie,劇場版 艦これ,FALL,2016,2016-11-26,2016-11-26,1.0,93.0,MOVIE,FINISHED,VIDEO_GAME,71.0,72.0,11317,127,0,['Action|Sci-Fi'],Ships|Military|Primarily Female Cast|Female Protagonist|School,diomedéa,"[{""rank"": 27, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 23, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://kancolle-anime.jp/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/anime_KanColle""}]",True,1,93.0,2016.0,False
87528,33950.0,Black Clover: Jump Festa 2016 Special,Black Clover: Jump Festa 2016 Special,ブラッククローバー,FALL,2016,2016-11-27,2016-11-27,1.0,27.0,SPECIAL,FINISHED,MANGA,63.0,63.0,10790,64,0,['Action|Comedy|Fantasy'],Shounen|Male Protagonist|Magic|Rural,Xebec,[],"[{""site"": ""Official Site"", ""url"": ""http://www.jumpfesta.com/anime/""}]",True,1,27.0,2016.0,False
97936,34447.0,Masou Gakuen HxH Specials,Hybrid x Heart Magias Academy Ataraxia Specials,,FALL,2016,2016-09-30,2016-12-21,6.0,4.0,SPECIAL,FINISHED,LIGHT_NOVEL,60.0,60.0,10667,124,0,['Action|Ecchi'],Nudity|Episodic|Female Harem,Production IMS,[],[],False,1,24.0,2016.0,False
21476,32038.0,SHOW BY ROCK!!#,Show By Rock!!#,SHOW BY ROCK!!#,FALL,2016,2016-10-02,2016-12-18,12.0,24.0,TV,FINISHED,VIDEO_GAME,69.0,69.0,9657,85,0,['Comedy|Fantasy|Music'],Band|Kemonomimi|Isekai|Rock Music|Female Protagonist|Ensemble Cast|Aliens|Nekomimi|Primarily Female Cast|Idol|Super Robot|CGI,bones,"[{""rank"": 63, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 16, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}]","[{""site"": ""Official Site"", ""url"": ""http://showbyrock-anime.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/SB69A""}, {""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/show-by-rock""}]",False,1,288.0,2016.0,False
21753,33034.0,Kiniro Mosaic: Pretty Days,KINMOZA! Pretty Days,きんいろモザイク Pretty Days,FALL,2016,2016-11-12,2016-11-12,1.0,50.0,OVA,FINISHED,MANGA,73.0,74.0,9176,54,0,['Comedy|Slice of Life'],Cute Girls Doing Cute Things|School|Female Protagonist,Studio Gokumi,"[{""rank"": 10, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 27, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://www.kinmosa.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/kinmosa_anime/""}, {""site"": ""HIDIVE"", ""url"": ""https://www.hidive.com/movies/kinmoza-pretty-days""}]",False,1,50.0,2016.0,False
21171,30652.0,Long Riders!,,ろんぐらいだぁす！,FALL,2016,2016-10-08,2017-02-05,12.0,24.0,TV,FINISHED,MANGA,63.0,63.0,8913,67,0,['Comedy|Slice of Life|Sports'],Cycling|Female Protagonist|Primarily Female Cast|Cute Girls Doing Cute Things|Outdoor Activities|College|Fitness|Food|CGI|Work|Shounen|School Club,Actas,[],"[{""site"": ""Twitter"", ""url"": ""https://twitter.com/longriderscomic/""}, {""site"": ""Official Site"", ""url"": ""http://anime-longriders.com/""}, {""site"": ""YouTube"", ""url"": ""https://www.youtube.com/playlist?list=PLwLSw1_eDZl1BghSr9iRrcOmDrsp7IIuN""}]",False,1,288.0,2016.0,False
87526,33949.0,Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,Please tell me! Galko-chan OVA,おしえて! ギャル子ちゃん 夏休みって本当ですか?,FALL,2016,2016-12-22,2016-12-22,1.0,29.0,OVA,FINISHED,MANGA,68.0,69.0,8787,34,0,['Comedy|Slice of Life'],Gyaru|School|Primarily Female Cast|Female Protagonist|Seinen,feel.,"[{""rank"": 19, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 28, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]",[],False,1,29.0,2016.0,False
21873,33668.0,Soushin Shoujo Matoi,Matoi the Sacred Slayer,装神少女まとい,FALL,2016,2016-10-04,2016-12-20,12.0,24.0,TV,FINISHED,ORIGINAL,62.0,63.0,8625,38,0,['Mahou Shoujo'],Magic|Female Protagonist|Shrine Maiden|Gods|Henshin|Meta|CGI,WHITE FOX,[],"[{""site"": ""Official Site"", ""url"": ""http://matoi-anime.com/index.html""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/matoi_anime""}, {""site"": ""YouTube"", ""url"": ""https://www.youtube.com/playlist?list=PLwLSw1_eDZl3ZFrbrMSmwz2d52oRAsQDm""}]",False,1,288.0,2016.0,False
98833,34884.0,Keijo!!!!!!!! Specials,,競女!!!!!!!! Specials,FALL,2016,2016-11-21,2017-05-31,6.0,3.0,SPECIAL,FINISHED,MANGA,62.0,63.0,8432,51,0,['Comedy|Ecchi|Sports'],Primarily Female Cast|Shounen|Fitness|School|Female Protagonist,Xebec,[],"[{""site"": ""Official Site"", ""url"": ""http://keijollllllll.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/keijo_anime""}]",False,1,18.0,2016.0,False
21666,32829.0,Nobunaga no Shinobi,Ninja Girl & Samurai Master,信長の忍び,FALL,2016,2016-10-05,2017-03-28,26.0,4.0,TV_SHORT,FINISHED,MANGA,68.0,68.0,8114,50,0,['Comedy'],Historical|Ninja|Female Protagonist|War|Samurai|Swordplay|Chibi|Seinen|Educational|Guns,TMS Entertainment,"[{""rank"": 7, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 23, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 1, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 4, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://nobunaga-no-shinobi.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/shinobinobunaga""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/ninja-girl-samurai-master""}]",False,1,104.0,2016.0,False
107352,36305.0,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou,,ずっと前から好きでした。～告白実行委員会～ 「金曜日のおはよう」,FALL,2016,2016-10-26,2016-10-26,1.0,3.0,SPECIAL,FINISHED,OTHER,69.0,70.0,7857,83,0,['Romance'],School|Heterosexual|Trains|Female Protagonist,,[],[],True,1,3.0,2016.0,False
21802,33244.0,Kiitarou Shounen no Youkai Enikki,Kiitaro's yokai picture diary,奇異太郎少年の妖怪絵日記,FALL,2016,2016-10-05,2016-12-21,12.0,5.0,TV_SHORT,FINISHED,MANGA,59.0,59.0,7261,30,0,['Comedy|Romance|Slice of Life'],Youkai|Parody|Male Protagonist|Primarily Female Cast|Seinen,Creators in Pack,"[{""rank"": 28, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 24, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 8, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 5, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Twitter"", ""url"": ""https://twitter.com/kiitaro_anime""}, {""site"": ""Official Site"", ""url"": ""http://kiitarou.jp/""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/kiitaros-yokai-picture-diary""}]",True,1,60.0,2016.0,False
21250,31157.0,ClassicaLoid,ClassicaLoid,クラシカロイド,FALL,2016,2016-10-08,2017-04-01,25.0,24.0,TV,FINISHED,ORIGINAL,55.0,56.0,7167,38,0,['Comedy|Music'],Surreal Comedy|Episodic|Female Protagonist|Magic|Henshin|Classical Music|Age Regression|Reincarnation,Sunrise,[],"[{""site"": ""Official Site"", ""url"": ""http://www.classicaloid.net/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/Classica_BNP""}]",False,1,600.0,2016.0,False
87505,33728.0,Chain Chronicle: Haecceitas no Hikari Part 1,,チェインクロニクル〜ヘクセイタスの閃（ひかり）〜 第１章,FALL,2016,2016-12-03,2016-12-03,1.0,86.0,MOVIE,FINISHED,VIDEO_GAME,65.0,66.0,7104,40,0,['Action|Adventure|Fantasy'],Magic|Demons,Telecom Animation Film,"[{""rank"": 45, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 31, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://chronicle-anime.sega-net.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/ChroAnime""}]",False,1,86.0,2016.0,False
21260,31178.0,Uta no☆Prince-sama♪ Maji LOVE Legend Star,Utano☆Princesama Legend Star,うたの☆プリンスさまっ♪マジLOVE レジェンドスター,FALL,2016,2016-10-02,2016-12-25,13.0,24.0,TV,FINISHED,VISUAL_NOVEL,67.0,68.0,7084,111,0,['Comedy|Drama|Music|Romance'],Dancing|Musical Theater|Primarily Male Cast|Ensemble Cast|Work|Urban|Primarily Adult Cast|Idol|Male Harem|Female Protagonist|Josei|Kuudere|Tsundere|School|CGI,A-1 Pictures,"[{""rank"": 73, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 19, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}]","[{""site"": ""Official Site"", ""url"": ""http://utapri.tv/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/utapri_official""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/uta-no-prince-sama""}]",True,1,312.0,2016.0,True
102836,32870.0,Kuroko no Basket: Winter Cup Soushuu-hen - Namida no Saki e,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,黒子のバスケ ウインターカップ総集編　～涙の先へ～,FALL,2016,2016-10-08,2016-10-08,1.0,87.0,MOVIE,FINISHED,MANGA,73.0,74.0,7077,33,0,['Sports'],Basketball|Primarily Male Cast|School Club|Shounen|Male Protagonist,Production I.G,"[{""rank"": 18, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 32, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/kurokos-basketball""}, {""site"": ""YouTube"", ""url"": ""https://www.youtube.com/playlist?list=PLxSscENEp7JgGW7SQC-DYAY6zZWVnZZu2""}]",False,1,87.0,2016.0,False
102839,32871.0,Kuroko no Basket: Winter Cup Soushuu-hen - Tobira no Mukou,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,黒子のバスケ ウインターカップ総集編　～扉の向こう～,FALL,2016,2016-12-03,2016-12-03,1.0,88.0,MOVIE,FINISHED,MANGA,73.0,74.0,7072,34,0,['Sports'],Basketball|Primarily Male Cast|Shounen|School Club|Male Protagonist,Production I.G,"[{""rank"": 19, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 33, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/kurokos-basketball""}, {""site"": ""YouTube"", ""url"": ""https://www.youtube.com/playlist?list=PLxSscENEp7JgGW7SQC-DYAY6zZWVnZZu2""}]",False,1,88.0,2016.0,False
21854,33462.0,Bernard-jou Iwaku.,Miss Bernard said.,バーナード嬢曰く。,FALL,2016,2016-10-07,2016-12-23,12.0,4.0,TV_SHORT,FINISHED,MANGA,57.0,57.0,6634,17,0,['Comedy|Slice of Life'],Episodic|Female Protagonist|Primarily Female Cast|Classic Literature|School|Primarily Teen Cast|Chuunibyou,Creators in Pack,"[{""rank"": 26, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 9, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 6, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://www.dreamcreation.co.jp/bernard/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/anime_bernard""}, {""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/miss-bernard-said""}]",False,1,48.0,2016.0,False
98604,34036.0,"Meitantei Conan Episode ""ONE"" Chiisakunatta Meitantei",Case Closed: Episode One - The Great Detective Turned Small,"名探偵コナン エピソード""ONE"" 小さくなった名探偵",FALL,2016,2016-12-09,2016-12-09,1.0,95.0,SPECIAL,FINISHED,MANGA,81.0,81.0,6516,99,0,['Adventure|Comedy|Mystery'],Age Regression|Detective|Police|Shounen|Male Protagonist|Educational|Espionage|Heterosexual|Conspiracy,TMS Entertainment,[],"[{""site"": ""Official Site"", ""url"": ""http://www.ytv.co.jp/conan/episodeone/""}, {""site"": ""Bilibili TV"", ""url"": ""https://www.bilibili.tv/en/media/37203""}]",True,1,95.0,2016.0,False
21896,33811.0,Teekyuu 8,Teekyuu 8,てーきゅう8,FALL,2016,2016-10-05,2016-12-21,12.0,2.0,TV_SHORT,FINISHED,MANGA,66.0,66.0,6480,16,0,['Comedy|Sports'],School|Surreal Comedy|Episodic|Tennis|Primarily Female Cast|Cute Girls Doing Cute Things|Aliens|School Club|Gyaru,Millepensee,"[{""rank"": 10, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 27, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 2, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 7, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://te-kyu.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/te_kyu""}, {""site"": ""Crunchyroll"", ""url"": ""https://www.crunchyroll.com/teekyu""}]",False,1,24.0,2016.0,False
21864,,Koro-sensei Q!,,殺せんせーQ！,FALL,2016,2016-11-19,2016-11-19,1.0,9.0,MOVIE,FINISHED,MANGA,65.0,66.0,5703,21,0,['Comedy'],Shounen|Teacher|School|Chibi,Lerche,"[{""rank"": 46, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 38, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://www.ansatsu-anime.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/ansatsu_anime""}]",False,1,9.0,2016.0,False
21740,33041.0,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK The Gentle Giants of the Galaxy,ブブキ・ブランキ 星の巨人,FALL,2016,2016-10-01,2016-12-17,12.0,24.0,TV,FINISHED,ORIGINAL,64.0,64.0,5682,14,0,['Action|Drama|Mecha|Sci-Fi'],Aliens|Super Robot|Full CGI|Primarily Teen Cast,SANZIGEN,"[{""rank"": 100, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}]","[{""site"": ""Official Site"", ""url"": ""http://bbkbrnk.com/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/bbkbrnk""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/bbkbrnk""}]",False,1,288.0,2016.0,False
87480,33712.0,BIKINI WARRIORS OVA,Bikini Warriors OVA,ビキニ・ウォリアーズ,FALL,2016,2016-12-07,2021-05-17,6.0,4.0,OVA,FINISHED,OTHER,51.0,51.0,5639,50,1,['Comedy|Ecchi|Fantasy'],Female Protagonist|Primarily Female Cast|Parody|Nudity|Yuri|Large Breasts|Elf|Tanned Skin|Cunnilingus|LGBTQ+ Themes|Masturbation,PRA,[],"[{""site"": ""Official Site"", ""url"": ""http://bikini-warriors.com/anime/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/bikiniwarriors""}]",True,1,24.0,2016.0,False
21682,32881.0,Tiger Mask W,Tiger Mask W,タイガーマスクW,FALL,2016,2016-10-02,2017-07-02,38.0,24.0,TV,FINISHED,ORIGINAL,63.0,64.0,5617,56,0,['Action|Drama|Sports'],Wrestling|Shounen|Athletics|Anti-Hero|Episodic|Cultivation|Primarily Male Cast|Primarily Adult Cast|Revenge|Martial Arts|Battle Royale|Foreign|Time Skip|Rehabilitation,Toei Animation,[],"[{""site"": ""Official Site"", ""url"": ""http://www.toei-anim.co.jp/tv/tigermask_w/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/TigerMaskW""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/tiger-mask-w""}, {""site"": ""Tubi TV"", ""url"": ""https://tubitv.com/series/1854/tiger_mask_w""}]",False,1,912.0,2016.0,False
87501,33566.0,Baki: Saikyou Shikeishuu-hen,Baki OVA,バキ 最凶死刑囚編SP(スペシャル)アニメ,FALL,2016,2016-12-06,2016-12-06,1.0,16.0,OVA,FINISHED,MANGA,61.0,62.0,5483,33,0,['Action'],Shounen|Martial Arts|Primarily Male Cast|Male Protagonist|Boxing,Telecom Animation Film,[],"[{""site"": ""Official Site"", ""url"": ""http://baki.akitashoten.co.jp/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/teambaki""}]",False,1,16.0,2016.0,False
21897,33814.0,Ao Oni: The Animation,Aooni The Blue Monster,あおおに ～じ・あにめぇしょん～,FALL,2016,2016-10-03,2017-01-09,13.0,4.0,TV_SHORT,FINISHED,VIDEO_GAME,45.0,45.0,5417,34,0,['Comedy|Horror'],Slapstick|Demons|Primarily Teen Cast|Primarily Male Cast|Chibi|Parody|Surreal Comedy|Meta|Episodic,Studio DEEN,"[{""rank"": 29, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}, {""rank"": 18, ""type"": ""RATED"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 8, ""type"": ""POPULAR"", ""year"": 2016, ""season"": ""FALL"", ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://aooni-anime.com/tv/""}, {""site"": ""Twitter"", ""url"": ""https://twitter.com/aooni_anime""}, {""site"": ""Crunchyroll"", ""url"": ""http://www.crunchyroll.com/aooni-the-blue-monster""}]",False,1,52.0,2016.0,False
21793,33219.0,Kagerou Daze: in a days,,カゲロウデイズ-in a days-,FALL,2016,2016-11-04,2016-11-04,1.0,23.0,MOVIE,FINISHED,OTHER,57.0,58.0,5225,32,0,['Comedy|Romance|Sci-Fi|Slice of Life|Supernatural'],Super Power|Ensemble Cast|CGI|POV|Guns,Juumonji,"[{""rank"": 62, ""type"": ""RATED"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""highest rated""}, {""rank"": 39, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Official Site"", ""url"": ""http://kageroumx4d.com/""}]",False,1,23.0,2016.0,False
21674,31598.0,Luger Code 1951,Luger Code 1951,ルガーコード 1951,FALL,2016,2016-10-22,2016-10-22,1.0,26.0,ONA,FINISHED,MANGA,59.0,60.0,4935,14,0,['Action|Fantasy'],Chimera|War|Guns|Werewolf|Alternate Universe,Studio DEEN,"[{""rank"": 17, ""type"": ""POPULAR"", ""year"": 2016, ""season"": null, ""allTime"": false, ""context"": ""most popular""}]","[{""site"": ""Twitter"", ""url"": ""https://goo.gl/q4iE4D?twitter""}]",False,1,26.0,2016.0,False
