id,title,title_japanese,format,episodes,durationmin,start_date,studio,genres,average_score,popularity,description,anilist_url,studio_list,start_date_filled
181443,DARK MOON: Kuro no Tsuki - Tsuki no Saidan,DARK MOON　-黒の月: 月の祭壇-,TV,,,2026-01-10,TROYCA,['Supernatural'],,2380,"Welcome to Riverfield, where the most popular boys at two rival schools happen to be vampires and werewolves. When a mysterious new student, Sooha, transfers to Riverfield, the rivals find themselves inexplicably drawn to her. As horrible incidents start to shake the town, the boys’ forgotten pasts slowly start to unravel… and their world turns upside down. <BR><BR> (Source: WEBTOONS)",https://anilist.co/anime/181443,['TROYCA'],2026-01-10
183660,Kaya-chan wa Kowakunai,カヤちゃんはコワくない,TV,,,2026-01-11,East Fish Studio,"['Comedy', 'Horror', 'Slice of Life']",,2719,"Kaya-chan is an infamous problem child in kindergarten. However, when Chie-sensei is assigned to look after her, she finds out that Kaya has an ability... Presenting to you, the strongest horror action series set in a kindergarten!!",https://anilist.co/anime/183660,['East Fish Studio'],2026-01-11
166613,Jigokuraku 2nd Season,地獄楽 第二期,TV,,,2026-01-11,MAPPA,"['Action', 'Adventure', 'Mystery', 'Supernatural']",,64495,The second season of Jigokuraku.,https://anilist.co/anime/166613,['MAPPA'],2026-01-11
184951,Seihantai na Kimi to Boku,正反対な君と僕,TV,,,2026-01-11,Lapin Track,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",,9996,"Suzuki’s a high school girl in love, but the guy she’s fallen for is nothing like her! While she’s cheerful, outgoing, and always trying to fit in, her classmate Yusuke Tani is stoic, quiet, and doesn’t seem to care what people think of him. Will Suzuki be able to overcome her anxieties and ask him out, or will she discover that opposites really don’t attract?    (Source: Crunchyroll)",https://anilist.co/anime/184951,['Lapin Track'],2026-01-11
176370,"Hime-sama, ""Goumon"" no Jikan desu 2nd Season",姫様“拷問”の時間です 第2期,TV,,,2026-01-12,PINE JAM,"['Comedy', 'Fantasy']",,6013,"As the war between the Imperial Army and Hellhorde rages on, the Princess, despite being armed with her mythical sword Excalibur, is captured and imprisoned. What kind of torture does she face at the hands of the chief demon interrogator? Fluffy fresh-baked toast! Hot, steaming ramen! Oh, the humanity! Can the Princess withstand these tormenting treats and keep her kingdom’s secrets safe?    (Source: Crunchyroll)",https://anilist.co/anime/176370,['PINE JAM'],2026-01-12
182587,[Oshi no Ko] 3rd Season,【推しの子】第3期,TV,,,2026-01-14,Doga Kobo,"['Drama', 'Mystery', 'Psychological', 'Supernatural']",,46895,"The third season of [Oshi no Ko].    The story enters a new stage.    It's been six months since ""POP IN 2"" was released. Thanks to MEM-Cho's hard work, B-Komachi is about to get their major break. Aqua is a multi-talented entertainer, and Akane's career as a talented actress is going smoothly. Meanwhile, Kana lost the cheerfulness she once had. To track down the truth behind Ai and Goro's deaths, Ruby keeps rising in the entertainment world...    Using lies as a weapon.",https://anilist.co/anime/182587,['Doga Kobo'],2026-01-14
202955,Prism Rondo,プリズム輪舞曲,ONA,20.0,,2026-01-15,WIT STUDIO,['Romance'],,1365,"Yoko Kamio, whose manga ""Boys Over Flowers"" enraptured readers around the globe, brings a brand-new classic to viewers worldwide. Set at a London art academy in the opening decade of the 1900s, the Netflix Series ""Love Through a Prism"" follows Lili Ichijoin, a girl enchanted by painting, as she chases her dreams and experiences youth. This ensemble coming-of-age story about young people striving for prismatic radiance against the odds is about to begin.   (Source: Netflix)",https://anilist.co/anime/202955,['WIT STUDIO'],2026-01-15
182255,Sousou no Frieren 2nd Season,葬送のフリーレン 第２期,TV,,,2026-01-16,MADHOUSE,"['Adventure', 'Drama', 'Fantasy']",,75846,The second season of Sousou no Frieren.,https://anilist.co/anime/182255,['MADHOUSE'],2026-01-16
201903,Chou Kaguya-hime!,超かぐや姫！,ONA,1.0,,2026-01-22,"Studio Colorido, Studio Chromato","['Fantasy', 'Music', 'Sci-Fi']",,3832,"A tale of otherworldly beauty and celestial secrets unfolds in this new take on Japan’s oldest folktale.    Inspired by The Tale of the Bamboo Cutter, the film reimagines Japan’s oldest folktale with a modern touch by integrating music, fantasy, and contemporary animation.    Set in the virtual realm of Tsukuyomi, the story unfolds as a live performance marrying original music with Yamashita’s signature style of polished visuals, emotive pacing, and dynamic 3D camerawork to boldly tr",https://anilist.co/anime/201903,"['Studio Colorido', 'Studio Chromato']",2026-01-22
203127,Princess Principal: Crown Handler - Chapter 4: Fabulous Platypus,プリンセス・プリンシパル Crown Handler 第4章「Fabulous Platypus」,OVA,1.0,6.0,2026-01-28,Actas,['Slice of Life'],,113,An anime short included with the Princess Principal: Crown Handler Chapter 4 Blu-ray release.,https://anilist.co/anime/203127,['Actas'],2026-01-28
198511,Seifuku wa Kita mama de,制服は着たままで,OVA,2.0,20.0,2026-01-30,,['Hentai'],,188,"<b>Episode 1</b>    Costte Totte Hamete  After joining the drama club, Katayama found common ground with the aloof Nishida-senpai through discussions about costume design. One night, he opened a URL sent to his phone and received photos of the senior wearing a costume designed by herself. When he was asked for his thoughts on it the next day, he was taken to the senior's house, where an erotic photo shoot began.    Kikoetemasu Seitokaichou  Uchino joined the stude",https://anilist.co/anime/198511,[],2026-01-30
189956,Kusunoki no Bannin,クスノキの番人,MOVIE,1.0,,2026-01-30,"A-1 Pictures, Psyde Kick Studio",[],,1571,"Adaptation of Keigo Hagashino's Kusunoki no Bannin novel about a mysterious camphor tree that is said to grant wishes if you pray to it, and the young man who becomes its guardian.",https://anilist.co/anime/189956,"['A-1 Pictures', 'Psyde Kick Studio']",2026-01-30
201153,Seikou Senki Pony Celes,聖光閃姫ポニーセレス,OVA,,,2026-01-30,Majin petit,['Hentai'],,58,"Yui Morisaki is just a regular girl, busy with her regular everyday life like the Karate Club and an unrequited love... until one day she meets a little robot named Polka! Suddenly, she's granted the ability to transform into Radiant Princess Poni Ceres, just in time to fight against the evil forces of Zydarg, an alien organization hellbent on invading and enslaving all of humankind.    Fast forward a few months and Yui is coming to grips with her new life, though her heroic activities are",https://anilist.co/anime/201153,['Majin petit'],2026-01-30
113971,Kidou Senshi Gundam: Senkou no Hathaway - Circe no Majo,機動戦士ガンダム 閃光のハサウェイ キルケーの魔女,MOVIE,1.0,,2026-01-30,Sunrise,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",,4493,"Second movie in the Hathaway trilogy celebrating the Gundam franchise's 40th anniversary, and the second project in the ""UC NexT 0100 Project"" that will tackle the future of the UC timeline.",https://anilist.co/anime/113971,['Sunrise'],2026-01-30
182317,Boku no Kokoro no Yabai Yatsu Movie,僕の心のヤバイやつ 劇場版,MOVIE,1.0,,2026-02-13,Shin-Ei Animation,"['Comedy', 'Romance', 'Slice of Life']",,14989,A re-edit of both anime seasons featuring newly added footage and will depict the story of Ichikawa and Yamada after the events of the TV series.,https://anilist.co/anime/182317,['Shin-Ei Animation'],2026-02-13
197474,Gintama Movie 3: Yoshiwara Daienjou,新劇場版 銀魂 -吉原大炎上-,MOVIE,1.0,,2026-02-13,Bandai Namco Pictures,"['Action', 'Comedy', 'Sci-Fi']",,1946,"Movie remake of the Yoshiwara Enjou arc.  This information was announced at the ""Gintama Maruchibirth Festival,"" an event held on August 16th, as part of the ""Gintama 20th Anniversary Project.""  Upon meeting a young boy named Haruta who makes a living as a pickpocket, Gintoki discovers that he is pickpocketing out of a desire to meet his long-lost mother, Hiwa, Yoshiwara's number one courtesan. Gintoki and his friends venture to Yoshiwara to fulfill Haruta's wish, but standing in their way is Ho",https://anilist.co/anime/197474,['Bandai Namco Pictures'],2026-02-13
198368,Doraemon: Shin Nobita no Kaitei Kiganjou,映画ドラえもん 新・のび太の海底鬼岩城,MOVIE,1.0,,2026-02-27,,['Fantasy'],,197,"10,000 meters below sea level. On this Earth, there lies a world no one has yet to uncover.",https://anilist.co/anime/198368,[],2026-02-27
182206,Tensei Shitara Slime Datta Ken - Soukai no Namida-hen,劇場版 転生したらスライムだった件 蒼海の涙編,MOVIE,1.0,,2026-02-27,8-bit,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,21180,"The second movie in the Tensei Shitara Slime Datta Ken series.   After concluding the opening ceremony of the Demon Kingdom Federation Tempest, Rimuru and his companions are invited by the Celestial Emperor Hermesia of the great elven nation – the Magi Dynasty Salion – to visit her private resort island. As the group enjoys their brief vacation, a mysterious woman named Yura appears. A new incident unfolds against the backdrop of the boundless azure sea.    (Source: Crunchyrol",https://anilist.co/anime/182206,['8-bit'],2026-02-27
202894,Ken Oni Virgo,剣鬼バルゴ,OVA,,,2026-02-27,Majin petit,['Hentai'],,22,Based on the erotic doujin game by Golden complex.,https://anilist.co/anime/202894,['Majin petit'],2026-02-27
202893,L'amour fou de l'automate,L'amour fou de l'automate,OVA,,,2026-02-27,,['Hentai'],,22,,https://anilist.co/anime/202893,[],2026-02-27
170110,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～,SPECIAL,1.0,,2026-03-15,Millepensee,"['Action', 'Adventure', 'Fantasy', 'Romance']",,9612,"New anime project for Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta.    Note: Title and relation are subject to change.",https://anilist.co/anime/170110,['Millepensee'],2026-03-15
177132,Hanarokushou ga Akeru Hi ni,花緑青が明ける日に,MOVIE,1.0,75.0,2026-03-06,Studio Outrigger,[],,2115,"The Obinata Fireworks Shop factory is getting prepared for an administrative action for confiscation tomorrow. It has been six years since Keitaro has been holed up in a closed-down factory creating fireworks by himself, chasing after an illusion of his father who vanished. It is a story about three young people who overcome the extreme weather conditions, disasters and environmental problems imposed on them and establish their own identities.    (Source: Marché  du Film Festival de Cannes",https://anilist.co/anime/177132,['Studio Outrigger'],2026-03-06
197097,Paris ni Saku Étoile,パリに咲くエトワール,MOVIE,1.0,,2026-03-13,Arvo Animation,[],,1451,"""""I want to blossom, in this city.""    The story follows two Japanese girls who never give up in reaching for étoile (stars) during the difficult times at the start of 20th century. Fujiko, who dreams of becoming a painter, and Chizuru, who is drawn into the world of ballet, meet by chance in Yokohama. Then, as if guided by fate, they meet again in Paris and work hard to follow their dreams together.     (Source: Anime News Network)",https://anilist.co/anime/197097,['Arvo Animation'],2026-03-13
198373,Ansatsu Kyoushitsu: Minna no Jikan,暗殺教室 みんなの時間,MOVIE,1.0,,2026-03-20,Lerche,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural']",,4535,A new movie to commemorate Assassination Classroom's 10th anniversary of the TV anime.,https://anilist.co/anime/198373,['Lerche'],2026-03-20
187375,"THE IDOLM@STER Million Live!: Itsuka, Mannaka de",アイドルマスター ミリオンライブ！～いつか、真ん中で～,OVA,1.0,,2026-03-27,Shirogumi,['Music'],,344,,https://anilist.co/anime/187375,['Shirogumi'],2026-03-27
201910,Oshiri Dandy the Young,おしりダンディ ザ・ヤング,TV,,,2026-04-15,,[],,30,,https://anilist.co/anime/201910,[],2026-04-15
